"CAMIS","DBA","BORO","BUILDING","STREET","ZIPCODE","PHONE","CUISINE.DESCRIPTION","N.INSPECTIONS"
41715246,"SUPERCOLLIDER","BROOKLYN","609","4 AVENUE",11215,"2122434905","American ",7
41715309,"LUCCHESE FOOD SERVICE","BRONX","515       ","EAST FORDHAM ROAD                                                                                   ",10458,"7184304972","American ",4
41715315,"ASIAN GOURMET","MANHATTAN","1509","LEXINGTON AVENUE",10029,"6463396786","Chinese",7
41715345,"JUICE PRESS 7","MANHATTAN","156       ","PRINCE STREET                                                                                       ",10012,"6466296713","Juice, Smoothies, Fruit Salads",4
41715349,"NEVADA SMITHS","MANHATTAN","100","3 AVENUE",10003,"2129822591","American ",5
41715356,"JUICE PRESS","MANHATTAN","201       ","EAST   10 STREET                                                                                    ",10003,"2127770034","Juice, Smoothies, Fruit Salads",2
41715402,"PICCOLA CUCINA","MANHATTAN","196","SPRING STREET",10012,"6464787488","Italian",3
41715445,"LA CANTINA ECUA-MEX BAR & BILLIARD","MANHATTAN","3454      ","BROADWAY                                          ",10031,"9179376515","Mexican",7
41715505,"CAFE (AT THE MUSEUM OF THE CITY OF NEW YORK)","MANHATTAN","1220      ","5 AVENUE                                                                                            ",10029,"2127272424","American ",4
41715578,"RK SUPER HEROES","BRONX","978       ","EAST GUN HILL ROAD                                                                                  ",10469,"7188824193","American ",3
41715599,"ELITE CAFE","QUEENS","72-28","MAIN STREET",11367,"7185440307","Jewish/Kosher",6
41715646,"BARCA","MANHATTAN","244       ","MULBERRY STREET                                   ",10012,"2127750111","Spanish",5
41715661,"TABOO","MANHATTAN","408       ","8 AVENUE                                                                                            ",10001,"2129672100","American ",3
41715682,"RANCHO 1","MANHATTAN","5","WEST   46 STREET",10036,"2123919200","American ",4
41715694,"DUANE PARK","MANHATTAN","308","BOWERY",10012,"2127325555","American ",2
41715716,"EL JOBITO RESTAURANT","MANHATTAN","1579      ","ST NICHOLAS AVENUE                                ",10040,"6465902495","Spanish",6
41715730,"MIA PIZZA","QUEENS","24-17","DITMARS BOULEVARD",11105,"7187771700","Pizza",4
41715751,"SANTO DOMINGO BAKERY","MANHATTAN","93","CLINTON STREET",10002,"2125052029","Bakery",5
41715789,"NEW CHINA GARDEN","QUEENS","164-12","69 AVENUE",11365,"7185914600","Chinese",6
41715805,"RED MANGO","MANHATTAN","776","AVENUE OF THE AMERICAS",10001,"2122131344","Ice Cream, Gelato, Yogurt, Ices",2
41715835,"MR.Q'S GOURMET","BROOKLYN","5824","8 AVENUE",11220,"7185678882","Barbecue",6
41715842,"PAPAYA KING","MANHATTAN","3         ","ST MARKS PLACE                                                                                      ",10003,"6466928482","Hotdogs",5
41715905,"PASTAI","MANHATTAN","186       ","9 AVENUE                                          ",10011,"6466883463","American ",3
41715918,"DELI PIZZA PIZZERIA & TAQUERIA","QUEENS","70-20","35 AVENUE",11372,"7187797200","Spanish",7
41715927,"GRUPPO","MANHATTAN","98","AVENUE B",10009,"2129952100","Pizza/Italian",5
41715982,"BOSS BAR & LOUNGE","MANHATTAN","10        ","WEST   32 STREET                ",10001,"2122441900","American ",8
41715987,"YOGO MONSTER","QUEENS","70-19","AUSTIN STREET",11375,"7182610661","Ice Cream, Gelato, Yogurt, Ices",5
41716001,"ARKANSAS FRIED CHICKEN","BRONX","1761","UNIVERSITY AVENUE",10453,"7187166430","Chicken",7
41716014,"BAHA LOUNGE","QUEENS","8338      ","WOODHAVEN BOULEVARD                                                                                 ",11385,"3475614647","Armenian",4
41716089,"OASIS","BRONX","1907","WHITE PLAINS ROAD",10462,"7184092236","Middle Eastern",5
41716092,"DOMINO'S PIZZA","MANHATTAN","3624      ","BROADWAY                                                                                            ",10031,"2129261234","Pizza",5
41716115,"POLLO CAMPERO","QUEENS","103-26","ROOSEVELT AVENUE",11368,"7182056943","Chicken",8
41716132,"GYRO CORNER","QUEENS","32-69","FRANCIS LEWIS BOULEVARD",11358,"7183595454","Middle Eastern",7
41716200,"LITTLE CAESARS","BRONX","841       ","EAST  149 STREET                                  ",10455,"3475906370","Pizza",2
41716207,"CHATIME","QUEENS","133-36","WHITESTONE EXPRESSWAY",11354,"6467755529","Café/Coffee/Tea",1
41716208,"ORIENTAL CHINESE RESTAURANT","MANHATTAN","3774","BROADWAY",10032,"2122816888","Chinese",3
41716209,"AJISAI","MANHATTAN","795       ","LEXINGTON AVENUE                                                                                    ",10065,"2123550888","Japanese",10
41716213,"ANITA'S ROTI SHOP LLC.","QUEENS","106-13","GUY R BREWER BOULEVARD",11433,"7186583439","Indian",5
41716268,"Kennedy Fried Chicken","BRONX","3042","3 AVENUE",10451,"3475833443","Chicken",8
41716286,"MARK JOSEPH STEAKHOUSE","MANHATTAN","261","WATER STREET",10038,"2122770020","Steak",5
41716292,"DUNHILL CAFE","MANHATTAN","109       ","WEST   45 STREET                                                                                    ",10036,"2129448484","American ",7
41716293,"MIXSTIRS","MANHATTAN","625","WEST  181 STREET",10033,"9142161090","Juice, Smoothies, Fruit Salads",6
41716315,"PURLIEU","QUEENS","33-12","36 AVENUE",11106,"7187865438","Mediterranean",4
41716350,"FUKI SUSHI","BROOKLYN","8509","18 AVENUE",11214,"7188378885","Japanese",7
41716399,"SYBIL'S BAKERY RESTAURANT","QUEENS","159-24","HILLSIDE AVENUE",11432,"7182972359","Caribbean",3
41716441,"SUBWAY CAFE","BROOKLYN","1613","ORIENTAL BOULEVARD",11235,"7186764886","Sandwiches",2
41716444,"TOTTO RAMEN","MANHATTAN","366","WEST   52 STREET",10019,"2125820052","Japanese",8
41716448,"HARLEM SHAKE","MANHATTAN","100","WEST 124 STREET",10027,"2122228300","American ",5
41716520,"SKINNY DENNIS","BROOKLYN","152       ","METROPOLITAN AVENUE                               ",11249,"8455584318","American ",5
41716601,"MOE'S SOUTHWEST GRILL","QUEENS","30-33     ","STEINWAY STREET                                   ",11103,"7187770230","Tex-Mex",10
41716627,"UPRIGHT","MANHATTAN","547       ","HUDSON STREET                                     ",10014,"9174787667","American ",8
41716632,"PATSY'S PIZZERIA","QUEENS","2164      ","UTOPIA PARKWAY                                                                                      ",11357,"7182240200","Italian",7
41716646,"METRO STAR COFFEE SHOP","QUEENS","3211      ","JUCTION BLVD                                                                                        ",11369,"7182050126","Spanish",3
41716658,"SUBWAY","QUEENS","110-78    ","QUEENS BOULEVARD                                  ",11375,"7182611688","Sandwiches",2
41716667,"AU BON PAIN","MANHATTAN","400","MADISON AVENUE",10017,"2124860504","Soups",4
41716669,"AU BON PAIN","MANHATTAN","111","FULTON STREET",10038,"2122273412","French",4
41716806,"CHEF'S GARDEN","QUEENS","80-09","164 STREET",11432,"7183800956","Chinese",5
41716834,"CHEN'S GARDEN","BROOKLYN","3920","9 AVENUE",11232,"7188541116","Chinese",2
41716837,"RED HOUSE","BRONX","1229","FRANKLIN AVENUE",10456,"3473999251","Chinese",2
41716841,"CHO CHO SAN JAPANESE RESTAURANT","QUEENS","3911","QUEENS BOULEVARD",11104,"7183618232","Japanese",7
41716870,"GLASSERIE","BROOKLYN","95        ","COMMERCIAL STREET                                 ",11222,"7183890640","Mediterranean",4
41716904,"HIGHLINE PIZZERIA","MANHATTAN","503       ","WEST   28 STREET                                  ",10001,"2125643330","Pizza",7
41716906,"STARBUCKS COFFEE","MANHATTAN","393","3 AVENUE",10016,"2124814690","Café/Coffee/Tea",1
41716909,"STARBUCKS COFFEE","STATEN ISLAND","106       ","PAGE AVENUE                                       ",10309,"7183561090","Café/Coffee/Tea",2
41716925,"FRANK AND EDDIE'S BUTCHER BAR","BROOKLYN","276       ","BAY RIDGE PARKWAY                                 ",11209,"7183335009","American ",8
41716934,"PAN EN MAS","QUEENS","83-03     ","37 AVENUE                                         ",11372,"9177715387","Spanish",8
41716939,"WILMA JEAN","BROOKLYN","345","SMITH STREET",11231,"3476894699","Chicken",6
41716943,"STAGE 48","MANHATTAN","605       ","WEST   48 STREET                                                                                    ",10036,"2129571800","American ",6
41716972,"STARBUCKS COFFEE","MANHATTAN","200","LIBERTY STREET",10281,"2125879512","Other",2
41716975,"DER KRUNG","MANHATTAN","860","9 AVENUE",10019,"2123972036","Thai",6
41716978,"52ND SUSHI","QUEENS","5221      ","ROOSEVELT AVENUE                                                                                    ",11377,"7185079204","Japanese",5
41716990,"Han Kou","QUEENS","13331     ","39 AVENUE                                                                                           ",11354,"6469965401","Chinese",8
41716994,"NO 7 SUB","BROOKLYN","931","MANHATTAN AVENUE",11222,"7183897775","American ",6
41717000,"66 PRINCE RESTAURANT","QUEENS","38-16","PRINCE STREET",11354,"7183210904","Chinese",7
41717021,"PANINICO CAFE INC","QUEENS","241       ","BEACH 116 STREET                                                                                    ",11694,"7184742002","Mediterranean",2
41717023,"SALLY'S COFFEE SHOP","BROOKLYN","8501","3 AVENUE",11209,"7186802292","Greek",3
41717025,"AMPLE HILLS CREAMERY","BROOKLYN","300       ","FURMAN STREET                                                                                       ",11201,"3472403926","Ice Cream, Gelato, Yogurt, Ices",2
41717026,"BIG NICK'S PIZZA & BURGER JOINT","MANHATTAN","70        ","WEST 71 SREET                                                                                       ",10023,"2127994444","Pizza/Italian",3
41717077,"PANDA CHINESE RESTAURANT","QUEENS","73-03     ","YELLOWSTONE BOULEVARD                                                                               ",11375,"7182688899","Chinese",4
41717095,"XTREME","BRONX","2510      ","VALENTINE AVENUE                                  ",10458,"7184508831","Spanish",8
41717113,"CHEN GARDEN","QUEENS","9422      ","NORTHERN BOULEVARD                                                                                  ",11372,"7187793626","Chinese",6
41717146,"'WICHCRAFT","MANHATTAN","          ","CHELSEA PIERS                                     ",10011,"2127800577","Sandwiches/Salads/Mixed Buffet",3
41717156,"ZHANG'S CHINA PALACE","BRONX","3014","MIDDLETOWN ROAD",10461,"7188285888","Chinese",3
41717184,"PIACERE","MANHATTAN","351","BROOME ST",10013,"2122194080","Italian",4
41717188,"ASIA KAN","MANHATTAN","710       ","AMSTERDAM AVENUE                ",10025,"2122808878","Asian",8
41717206,"SERAFINA GRILL","MANHATTAN","33        ","EAST 61 ST STREET                                 ",10065,"2127020118","Italian",6
41717279,"KING'S MEN","BROOKLYN","204","MALCOLM X BOULEVARD",11221,"7185743923","Chinese",5
41717352,"FRITZL'S LUNCH BOX","BROOKLYN","173       ","IRVING AVENUE                                     ",11237,"9292109531","American ",6
41717385,"HEALTHY FRESH","BRONX","621","EAST  187 STREET",10458,"7186187200","Sandwiches/Salads/Mixed Buffet",7
41717412,"SUSTAINABLE NYC","MANHATTAN","139       ","AVENUE A                                                                                            ",10009,"2122545400","American ",2
41717420,"DUNKIN DONUTS","BRONX","260       ","EAST  161 STREET                                  ",10451,"7182922908","Donuts",2
41717438,"J. RESTAURANT","MANHATTAN","2479      ","FREDERICK DOUGLAS BOULEVARD                                                                         ",10027,"2128623663","African",5
41717443,"CHINA WOK","QUEENS","20105     ","LINDEN BOULEVARD                                                                                    ",11412,"7189788433","Chinese",3
41717445,"HOLY SCHNITZEL","BROOKLYN","819","AVENUE U",11223,"7186274659","Jewish/Kosher",7
41717446,"CEDEAO GRILL","BRONX","507       ","163RD ST                                                                                            ",10451,"7186180485","African",5
41717461,"EL TORO MEXICAN GRILL","MANHATTAN","69","NEW STREET",10004,"2123633900","Mexican",8
41717466,"SHUN FENG RESTAURANT","BROOKLYN","524","NEW LOTS AVENUE",11207,"7182723888","Chinese",8
41717500,"JOE'S PIZZA","MANHATTAN","150       ","EAST   14 STREET                                  ",10003,"2123889474","Pizza",2
41717504,"TAKI SUSHI","MANHATTAN","60        ","WEST   48 STREET                                                                                    ",10036,"2128322288","Japanese",10
41717554,"TAQUITOS MEXICO RESTAURANT","BROOKLYN","6720","14 AVENUE",11219,"3474320991","Mexican",2
41717559,"2 BROS PIZZA","MANHATTAN","2060","LEXINGTON AVENUE",10035,"2128282520","Pizza",7
41717583,"SUBWAY","QUEENS","218-74","HEMPSTEAD AVENUE",11429,"3475485497","Sandwiches",6
41717628,"HAILE BRISTRO","MANHATTAN","182","AVENUE B",10009,"9175263070","Ethiopian",2
41717634,"NEW SUNNY CORNER","BROOKLYN","69        ","UTICA AVENUE                                                                                        ",11213,"7184932211","Chinese",3
41717640,"SOLDIERS CARIBBEAN RESTAURANT","BROOKLYN","1439","ST JOHNS PLACE",11213,"7187713663","Caribbean",8
41717742,"ACCRA RESTAURANT","MANHATTAN","2065","7 AVENUE",10027,"9175043098","African",4
41717757,"INDIA HOUSE RESTAURANT","BROOKLYN","586       ","NOSTRAND AVENUE                                   ",11216,"7188577011","Indian",4
41717763,"MONTMARTRE","MANHATTAN","158","8 AVENUE",10011,"6465968838","French",6
41717827,"MON HING RESTAURANT","BROOKLYN","497","ALBANY AVENUE",11203,"7189533739","Chinese",6
41717852,"THE DEAD RABBIT","MANHATTAN","30        ","WATER STREET                                                                                        ",10004,"6464227906","Irish",4
41717853,"BARKING DOG RESTAURANT","MANHATTAN","1453      ","YORK AVENUE                                       ",10075,"2128366100","American ",5
41717857,"SUSHI SUSHI","MANHATTAN","54        ","TIEMANN PLACE                                     ",10027,"2128667876","Japanese",7
41717867,"PRONTO DELI","QUEENS","5203      ","METROPOLITAN AVENUE                                                                                 ",11385,"7183661400","American ",6
41717874,"JOES COFFEE SHOP","QUEENS","41-25","20 AVENUE",11105,"8458034785","American ",1
41717895,"LOON CHUAN RESTAURANT","STATEN ISLAND","85        ","PAGE AVENUE                                                                                         ",10309,"7189679819","Chinese",3
41717909,"Popeyes","BROOKLYN","1128      ","MYRTLE AVENUE                                                                                       ",11206,"3479150769","Creole/Cajun",5
41717914,"EL DORADO RESTAURANT","STATEN ISLAND","2236      ","HYLAN BOULEVARD                                                                                     ",10306,"7189801580","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9
41717967,"YORKAFE","MANHATTAN","50112     ","EAST   83 STREET                                                                                    ",10028,"2129881780","Café/Coffee/Tea",3
41717968,"PADDY G'S","QUEENS","8634      ","BROADWAY                                                                                            ",11373,"7186727575","American ",2
41717983,"SUBWAY (JAMAICA COLOSSEUM)","QUEENS","8902      ","165 STREET                                                                                          ",11432,"7185267822","Sandwiches",5
41718014,"JAMAICA HILL TOP RESTAURANT","BROOKLYN","1501","FULTON STREET",11216,"3472401900","Caribbean",5
41718045,"THE ELLINGTON","MANHATTAN","936","AMSTERDAM AVENUE",10025,"2122224050","American ",5
41718112,"PIZZA CLUB","QUEENS","25-71","FRANCIS LEWIS BOULEVARD",11358,"7182810444","Pizza",5
41718128,"MAY WAH FAST FOOD","MANHATTAN","190","HESTER STREET",10013,"2129256776","Chinese",4
41718160,"CARBONE","MANHATTAN","181","THOMPSON STREET",10012,"2129330707","Italian",5
41718166,"ANGELINAS PIZZA","BRONX","3770","WHITE PLAINS ROAD",10467,"7186549947","Pizza/Italian",5
41718170,"THE OVAL SPORTS BAR & LOUNGE","BROOKLYN","4201","CHURCH AVENUE",11203,"3476159381","Caribbean",6
41718207,"Crown Fried Chicken","BROOKLYN","664","KNICKERBOCKER AVENUE",11221,"7185522156","Chicken",4
41718215,"YAKITORI TOTTO","MANHATTAN","251","WEST   55 STREET                ",10019,"2122454555","Japanese",3
41718240,"LITTLE TRINI SPOT","BROOKLYN","728","LIBERTY AVENUE",11208,"3479259130","Caribbean",4
41718241,"VCHRIS AFRICAN CUISINE","BROOKLYN","568","UTICA AVENUE",11203,"7186040964","African",5
41718245,"LA PARRILLA SABROSA","BROOKLYN","3462","FULTON STREET",11208,"7186472505","Spanish",7
41718247,"BROOKLYN BLOOM","BROOKLYN","1607","AVENUE U",11229,"7183391333","Eastern European",5
41718319,"HUNAN KITCHEN","QUEENS","4247      ","MAIN STREET                                       ",11355,"7188880553","Chinese",7
41718336,"OMG TACO","BROOKLYN","251","Smith Street",11231,"7186439630","Mexican",3
41718345,"CHUI HONG YUAN RESTAURANT","BROOKLYN","1869","BATH AVENUE",11214,"7182566868","Chinese",7
41718356,"SUBWAY","MANHATTAN","348       ","MALCOLM X BOULEVARD                               ",10027,"6466844497","Sandwiches",4
41718388,"CAFE BENE","QUEENS","15814     ","NORTHERN BOULEVARD                                                                                  ",11358,"7188889250","Korean",4
41718393,"ASTORIA COMPLEX FINE DINING","QUEENS","3438      ","38 STREET                                                                                           ",11101,"7183613103","American ",3
41718421,"VINATERIA","MANHATTAN","2211      ","FREDERICK DOUGLAS BOULEVARD                                                                         ",10026,"2126628462","American ",4
41718435,"GOOD LUCKY CHINESE FOOD INC","BROOKLYN","256       ","MARCUS GARVEY BOULEVARD                                                                             ",11221,"7186021662","Chinese",2
41718439,"COSMOS ROOM CAFE","QUEENS","213-07","NORTHERN BOULEVARD",11361,"7182251374","Korean",6
41718442,"MR. COCO","QUEENS","45-15     ","162 STREET                                        ",11358,"7184454600","Korean",5
41718460,"TERRI","MANHATTAN","100       ","MAIDEN LANE                                       ",10038,"2127427901","Vegetarian",3
41718462,"TALENT","QUEENS","161-18","NORTHERN BOULEVARD",11358,"9172388603","Asian",6
41718481,"DORAS CAFE","QUEENS","10308     ","39 AVENUE                                                                                           ",11368,"7186394521","Spanish",4
41718493,"ON TRACK BAR (O.T.B.)","BROOKLYN","141       ","BROADWAY                                          ",11211,"2014868830","American ",3
41718509,"JUNCTION CAKE BOX","QUEENS","57-01","JUNCTION BOULEVARD",11373,"7186990369","Bakery",6
41718520,"EAST 12TH OSTERIA","MANHATTAN","197       ","1 AVENUE                                          ",10003,"2124321112","Italian",3
41718530,"HUNTS POINT JUICE BAR & DELI","BRONX","620       ","MANIDA STREET                                                                                       ",10474,"3479189492","Spanish",4
41718548,"PATSY TARO","QUEENS","198-21    ","HOLLIS AVENUE                                     ",11412,"7188691556","Caribbean",3
41718650,"SIETE OCHO SIETE 787","BRONX","3363","East Tremont Avenue",10461,"7188283363","Spanish",4
41718673,"BAREBURGER","BROOKLYN","145149    ","COURT ST                                          ",11201,"3475296673","Hamburgers",3
41718679,"LA NUIT","MANHATTAN","1134      ","1 AVENUE                                                                                            ",10065,"6464364721","Tapas",7
41718710,"BCD TOFU HOUSE","MANHATTAN","5         ","WEST   32 STREET                                  ",10001,"2129671900","Korean",7
41718733,"CUTEST COOKIES","STATEN ISLAND","30        ","GIFFORDS LANE                                                                                       ",10308,"7185302291","American ",2
41718741,"EL RICONCITO RESTAURANT","MANHATTAN","2263","2 AVENUE",10035,"2127222282","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",5
41718746,"FEAST","MANHATTAN","102       ","3 AVENUE                                          ",10003,"2125298880","American ",2
41718841,"LCZ RESTAURANT","BROOKLYN","4610","8 AVENUE",11220,"7183627888","Chinese",6
41718904,"FRESH EXPRESS","MANHATTAN","4233      ","BROADWAY                                                                                            ",10033,"6465904565","Soups & Sandwiches",8
41718908,"TAKSIM SQUARE 2","BROOKLYN","776","4 AVENUE",11232,"7187881064","Turkish",4
41718923,"IL CORALLO","MANHATTAN","176       ","PRINCE STREET                                     ",10012,"2129417119","Italian",5
41718925,"LOCALS SPORTS BAR AND GRILL","QUEENS","67-32","METROPOLITAN AVENUE",11379,"7187109544","American ",3
41718951,"BAGELS R US","BROOKLYN","1424","SHEEPSHEAD BAY ROAD",11235,"7186487348","Bagels/Pretzels",6
41718959,"444 MADISON COFFEE SHOP","MANHATTAN","444","MADISON AVENUE",10022,"2123551439","American ",7
41718971,"MY FAMILY PIZZA","STATEN ISLAND","1880","HYLAN BOULEVARD",10305,"7189877700","Pizza/Italian",4
41718993,"SANSOOKAPSAN","QUEENS","3813      ","UNION STREET                                                                                        ",11354,"7184451165","Korean",7
41719015,"HUNNY'S JAMAICAN FUSION","BROOKLYN","505","ALBANY AVENUE",11203,"3479852826","Caribbean",4
41719021,"CHINA WOK","BRONX","1486      ","WILLIAMSBRIDGE RD                                                                                   ",10461,"7189313333","Chinese",6
41719056,"CHINA MOON","MANHATTAN","7         ","EAST   47 STREET                                  ",10017,"2122074141","Chinese",8
41719061,"LA MARGARITA","MANHATTAN","17","CLEVELAND PLACE",10012,"2122263777","Pizza/Italian",2
41719062,"CAFE TWIST","MANHATTAN","1700","FIRST AVENUE",10128,"2124260868","Delicatessen",3
41719106,"GREENWICH PROJECT","MANHATTAN","47        ","WEST    8 STREET                                  ",10011,"2122539333","American ",7
41719115,"QUICKLY CAFE","QUEENS","136-49","ROOSEVELT AVENUE",11354,"7188861711","Chinese",10
41719126,"DUNKIN DONUTS","BRONX","839","PROSPECT AVENUE",10459,"6463685923","Donuts",4
41719129,"CORSO COFFEE 46 MANAGEMENT, LLC","MANHATTAN","235","WEST   46 STREET",10036,"2122448866","American ",3
41719136,"SUBWAY","BROOKLYN","196","UNION AVENUE",11211,"7185991858","Sandwiches/Salads/Mixed Buffet",3
41719137,"LENNY'S","MANHATTAN","405","LEXINGTON AVENUE",10017,"2126977700","Sandwiches/Salads/Mixed Buffet",2
41719153,"SUNSET  COFFEE SHOP AND RESTAURANT","BROOKLYN","5416","2 AVENUE",11220,"7184397800","Café/Coffee/Tea",5
41719158,"RED PANDA ASIAN BISTRO","QUEENS","95-25","QUEENS BOULEVARD",11374,"7188968811","Asian",5
41719174,"CAFE PASHTRIKU","BRONX","741       ","ASTOR AVENUE                                      ",10467,"7325406709","Café/Coffee/Tea",18
41719175,"BONJOUR CREPES & WINE","MANHATTAN","1585","2 AVENUE",10028,"2125353140","Sandwiches",1
41719196,"MOLINA JUAN, CARLOS","QUEENS","48-08","46 STREET",11377,"6462917100","Other",1
41719209,"SALUD ES RIQUEZA / HERBALIFE","QUEENS","41-08","JUDGE STREET",11373,"7186879954","Café/Coffee/Tea",3
41719221,"100% PATACON CACHAPA YAROA","MANHATTAN","2011","AMSTERDAM AVENUE",10032,"2127402670","Spanish",5
41719234,"NEW KAM LAI RESTAURANT","MANHATTAN","890","AMSTERDAM AVENUE",10025,"2127498398","Chinese",6
41719236,"JUNIOR'S FRESH KITCHEN","MANHATTAN","52","MERCER STREET",10013,"9174036394","American ",6
41719237,"GREAT WALL CHINESE RESTAURANT","BROOKLYN","446A","MOTHER GASTON BLVD",11212,"7184950610","Chinese",5
41719295,"NYC BAGELS & COFFE HOUSE","QUEENS","29-08     ","23 AVENUE                                         ",11105,"7187289500","Bakery",3
41719340,"SWEET POT","BRONX","4143","WHITE PLAINS ROAD",10466,"7187086086","Caribbean",4
41719348,"GOLF MANHATTAN","MANHATTAN","108","WEST   39 STREET",10018,"2126854804","American ",3
41719350,"Q TRAIN DELI","BROOKLYN","1825","CHURCH AVENUE",11226,"7182879180","American ",5
41719361,"EXIT","QUEENS","178-23","HILLSIDE AVENUE",11432,"7182974221","Armenian",3
41719364,"GOLDEN SAND SEAFOOD RESTAURANT","MANHATTAN","3941      ","EAST BROADWAY                                                                                       ",10002,"2122333359","Chinese",7
41719377,"QUALITY FOOD CHINESE KITCHEN","BRONX","3573","EAST TREMONT AVENUE",10465,"7188288822","Chinese",4
41719380,"JACKS COFFEE","MANHATTAN","425       ","WEST   13 STREET                                  ",10014,"2126752007","Café/Coffee/Tea",2
41719407,"KENNEDY FRIED CHICKEN","BRONX","25        ","BEDFORD PARK BOULEVARD EAST                       ",10468,"7186846364","Chicken",4
41719425,"LITTLE CAESARS","BROOKLYN","1164      ","BROADWAY                                          ",11221,"3472210885","Pizza",3
41719497,"MCDONALD'S","BROOKLYN","1642","PITKIN AVENUE",11212,"7184849413","Hamburgers",4
41719499,"TOASTIES","MANHATTAN","6         ","EAST   48 STREET                ",10017,"2122301320","American ",5
41719505,"EL PASO DEL VAQUERO TAQUERIA & BAR","BRONX","374","EAST 204 STREET",10467,"7185473030","Mexican",4
41719517,"TORST","BROOKLYN","615       ","MANHATTAN AVENUE                                                                                    ",11222,"7183896034","Other",2
41719596,"HAPPY WORLD RESTAURANT","MANHATTAN","1309","ST NICHOLAS AVENUE",10033,"2127817778","Chinese",3
41719609,"KOTO SUSHI","BROOKLYN","6712      ","6 AVENUE                                                                                            ",11220,"7182303881","Japanese",3
41719615,"SUBWAY","MANHATTAN","351       ","WEST   42 STREET                                                                                    ",10036,"2129918945","Sandwiches",2
41719645,"MD KITCHEN","BROOKLYN","1012","EAST   15 STREET",11230,"9177899556","Italian",7
41719662,"MEXIBBQ","MANHATTAN","16311633  ","SECOND AVENUE                                                                                       ",10028,"2128378285","Mexican",4
41719663,"UNCLES BOONS, LLC","MANHATTAN","7         ","SPRING STREET                                                                                       ",10012,"6463706650","Thai",4
41719666,"KOFFEECAKE CORNER","MANHATTAN","775       ","AVENUE OF THE AMERICAS                                                                              ",10001,"3475852325","Café/Coffee/Tea",4
41719668,"CHINESE FOOD RESTAURANT","QUEENS","77-00","QUEENS BOULEVARD",11373,"7188039088","Chinese",8
41719674,"EL CACIQUE BAR RESTAURANT","BROOKLYN","3294      ","ATLANTIC AVENUE                                   ",11208,"7182352525","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6
41719675,"SAJOMITA RESTURANT","BROOKLYN","854","ROGERS AVENUE",11226,"3477876864","Spanish",4
41719692,"ANDRE'S PIZZA","QUEENS","25-19","40 AVENUE",11101,"7184721932","Pizza",4
41719784,"GANGNAM STYLE","QUEENS","40-07","150 STREET",11354,"7188880524","Korean",7
41719787,"YAKINIKU GEN","MANHATTAN","250","EAST   52 STREET",10022,"2126021129","Japanese",5
41719800,"SALSA Y SALSA","MANHATTAN","206       ","SEVENTH AVENUE                                                                                      ",10011,"2129292678","Mexican",8
41719811,"MYRTLE THAI RESTAURANT","BROOKLYN","438","MYRTLE AVENUE",11205,"7184221142","Thai",4
41719830,"FOO SING","STATEN ISLAND","3979      ","AMBOY ROAD                      ",10308,"7183569554","Chinese",4
41719869,"CAFE NADERY","MANHATTAN","16        ","WEST    8 STREET                                  ",10011,"2122605407","Middle Eastern",3
41719898,"KAVKAZSKIY DVORIK","BROOKLYN","2715","AVENUE U",11229,"7187697003","Eastern European",6
41719914,"BEIJING CHINESE RESTAURANT","MANHATTAN","223","EAST   14 STREET",10003,"2129828966","Chinese",7
41719922,"TASTINGS","MANHATTAN","251       ","EAST  110 STREET                                  ",10029,"2127444422","French",3
41719934,"CHOPSTICKS HOUSE","STATEN ISLAND","895       ","HUGUENOT AVENUE                 ",10312,"7186054230","Chinese",2
41719935,"BROCCOLINO","BROOKLYN","446","DEAN STREET",11217,"7186784200","Italian",6
41719946,"UNCLE LOUIE G","BROOKLYN","8702      ","3 AVENUE                                          ",11209,"7188334237","Ice Cream, Gelato, Yogurt, Ices",2
41719954,"PAPA JOHNS","QUEENS","19318     ","NORTHERN BOULEVARD                                                                                  ",11358,"7182243311","Pizza",2
41719987,"RESTAURANT ABIDJAN","BROOKLYN","1136","BROADWAY",11221,"3477874320","African",2
41719995,"TASTI D LITE","MANHATTAN","523       ","AMSTERDAM AVENUE                                  ",10024,"2124961466","Other",3
41720016,"PARCEROS BAKERY","QUEENS","63-54","WOODHAVEN BOULEVARD",11374,"7184248444","Bakery",6
41720025,"729 BAR & GRILL","QUEENS","201-03","MURDOCK AVENUE",11412,"7184644445","American ",3
41720027,"CROWN FRIED CHICKEN","BROOKLYN","1181      ","SUTTER AVENUE                                     ",11208,"7188416570","Chicken",3
41720066,"MAGGIE REILLY'S","MANHATTAN","340       ","9 AVENUE                                                                                            ",10001,"6464763209","American ",5
41720069,"D'ANGELO PIZZA","QUEENS","11807     ","QUEENS BOULEVARD                                                                                    ",11375,"7182615900","Pizza/Italian",5
41720075,"BEACON BAR","MANHATTAN","2130","BROADWAY",10023,"2127871100","American ",3
41720078,"TAQUERIA KERMES","QUEENS","6636      ","FRESH POND ROAD                                                                                     ",11385,"3474639263","Spanish",3
41720083,"CITY GOURMET","MANHATTAN","238","EAST   14 STREET",10003,"2122606040","American ",3
41720091,"KING GARDEN","BROOKLYN","7910      ","13 AVENUE                                                                                           ",11228,"7182382633","Chinese",3
